10000 481 321
470 84 1010 2
169 247 5000 0
475 216 5000 3
110 316 5000 3
58 227 5000 0
4 182 5000 3
49 68 2030 5
233 60 5000 5
342 125 5000 2
238 162 5000 4
51 99 4168 1
311 51 894 4
225 32 5000 4
105 281 5000 0
99 319 5000 1
344 244 5000 5
327 31 3934 4
296 111 5000 2
67 174 5000 0
264 23 5000 5
353 25 5000 1
153 306 5000 3
331 280 5000 4
84 30 242 4
282 278 5000 1
210 291 3794 0
71 288 2170 4
341 266 5000 1
297 207 5000 3
135 261 5000 1
94 179 5000 4
272 32 5000 5
429 4 1894 0
385 260 5000 4
258 256 5000 2
31 103 5000 0
449 19 2576 5
78 127 2086 3
454 55 3606 3
244 212 5000 3
13 38 5000 0
429 247 5000 1
292 42 5000 0
158 16 3005 0
427 301 5000 2
295 247 5000 2
38 191 5000 3
277 215 5000 4
120 190 5000 1
63 243 5000 0
472 30 1735 2
431 273 5000 1
224 159 5000 5
478 189 3116 5
369 106 5000 4
25 166 4195 0
457 133 5000 2
435 145 5000 0
392 241 5000 1
22 125 964 4
6 234 5000 2
445 128 4326 4
377 232 5000 3
373 112 5000 5
260 103 5000 2
409 16 5000 2
68 218 5000 1
465 162 5000 0
181 66 5000 3
431 190 5000 1
79 76 5000 0
264 248 5000 3
329 263 5000 5
462 78 3072 3
300 135 2544 1
203 310 3002 1
27 245 5000 0
66 277 2719 3
128 27 502 0
160 249 5000 4
267 125 5000 2
182 186 5000 4
439 301 3790 0
21 103 2120 0
346 50 5000 5
412 123 5000 3
206 237 5000 4
140 67 5000 1
41 108 339 2
379 292 5000 2
147 94 5000 4
54 162 5000 2
23 17 5000 0
314 45 5000 5
253 60 5000 1
341 187 5000 3
383 312 5000 0
392 269 5000 4
419 258 5000 0
64 126 3164 1
159 116 5000 5
468 78 5000 3
425 215 5000 2
194 161 5000 1
129 313 5000 4
235 285 1774 0
270 125 5000 0
77 89 5000 5
66 104 5000 3
115 139 5000 4
228 112 5000 1
261 10 1956 1
388 127 5000 0
414 171 5000 0
296 188 5000 2
329 294 5000 4
459 122 5000 2
286 195 5000 4
152 311 5000 2
90 257 3873 0
437 109 5000 0
351 134 5000 0
77 97 2488 0
372 239 5000 5
210 13 4235 1
332 122 5000 1
322 212 649 4
104 14 4411 1
412 126 5000 4
240 52 5000 5
452 250 1058 1
92 38 5000 1
268 214 5000 3
464 263 378 2
277 30 5000 4
52 196 5000 5
423 314 5000 3
80 158 5000 0
124 178 5000 3
224 146 5000 4
362 126 5000 0
67 92 1694 4
58 214 5000 0
466 313 1477 3
246 280 5000 3
302 231 5000 1
42 187 5000 2
20 309 5000 1
345 175 5000 3
166 233 5000 0
213 305 4873 4
362 245 5000 5
125 278 5000 2
138 92 5000 4
23 204 5000 0
402 163 5000 0
324 244 5000 0
9 33 4974 4
343 276 5000 4
364 59 5000 1
353 166 5000 5
101 283 5000 1
295 44 3387 1
401 211 5000 5
224 180 5000 1
239 205 5000 2
276 246 5000 5
60 263 5000 1
473 151 5000 3
6 127 5000 0
268 100 5000 4
82 158 5000 3
321 139 4102 0
352 19 5000 4
350 34 1039 3
317 239 5000 0
222 100 5000 4
342 174 5000 0
404 134 5000 0
72 50 5000 0
427 288 2406 2
62 182 5000 4
42 97 1333 3
114 213 5000 5
354 128 5000 4
42 264 5000 5
334 11 2205 5
395 69 5000 3
467 34 5000 1
116 78 3032 0
162 54 5000 5
408 295 1102 0
42 267 5000 1
176 248 5000 0
318 223 5000 3
281 270 5000 5
285 311 5000 0
391 157 5000 1
174 300 5000 4
61 285 3568 2
262 282 5000 5
426 49 3521 5
391 299 5000 3
21 248 5000 1
370 248 5000 4
410 22 5000 2
111 12 3989 5
290 286 5000 5
190 229 5000 2
440 300 646 0
187 260 5000 3
225 265 5000 0
314 145 5000 1
59 213 5000 3
387 171 2196 2
212 298 4678 5
395 37 282 1
212 48 5000 4
79 284 2581 2
320 261 5000 5
216 216 5000 2
69 308 4767 0
161 12 2394 3
397 183 5000 4
435 278 709 1
39 276 5000 0
128 153 5000 2
420 205 5000 4
463 7 2906 4
216 225 5000 2
345 173 5000 2
290 110 5000 5
264 301 5000 1
394 10 17 1
389 91 5000 2
440 249 2853 4
233 239 5000 5
306 197 5000 2
198 4 1782 2
51 283 5000 1
433 19 5000 4
7 101 5000 2
189 106 5000 0
179 95 5000 1
167 255 5000 4
317 212 831 3
146 151 5000 1
61 6 2070 3
52 219 5000 4
193 137 5000 4
172 71 5000 3
438 296 5000 1
409 18 5000 4
112 0 110 2
264 227 3497 4
287 166 5000 4
387 190 5000 0
221 227 5000 2
75 160 5000 0
81 236 5000 0
119 185 5000 4
194 240 5000 0
229 155 5000 1
3 124 5000 3
207 268 5000 4
134 242 5000 2
479 80 5000 1
230 221 5000 4
331 125 5000 4
320 150 5000 1
236 227 4924 0
200 199 5000 1
1 45 5000 3
128 132 5000 1
371 169 5000 4
170 257 5000 4
191 53 5000 3
98 246 5000 4
205 234 5000 2
161 105 5000 1
218 131 5000 3
40 62 3690 3
175 4 522 1
236 175 4239 2
241 122 5000 4
327 279 5000 1
456 25 787 0
453 99 5000 3
321 22 711 3
435 243 3616 4
435 263 1345 3
432 224 3073 5
162 235 5000 0
238 134 5000 0
4 97 2392 0
164 306 5000 4
235 109 5000 3
134 49 2869 0
371 187 5000 1
95 201 5000 0
404 190 319 0
257 33 5000 0
244 148 5000 3
337 67 5000 2
64 317 525 4
102 204 5000 5
207 2 1039 3
264 81 5000 0
138 161 5000 2
448 208 5000 3
35 79 368 2
352 104 5000 4
336 27 5000 3
220 183 5000 4
89 95 5000 5
387 20 5000 2
24 4 1287 2
408 200 4491 1
226 156 5000 4
414 10 3579 1
160 260 1512 4
396 272 4428 3
368 313 5000 3
270 295 66 0
186 265 5000 5
186 130 5000 0
124 282 5000 0
480 14 4617 1
108 120 5000 1
231 188 5000 5
389 142 5000 3
253 95 5000 0
12 243 5000 4
335 184 5000 0
166 240 5000 5
101 82 5000 3
302 74 5000 5
445 95 3871 0
38 94 765 3
71 268 5000 4
348 23 5000 5
35 264 5000 3
475 186 4091 5
7 175 3797 3
288 89 5000 1
341 195 5000 3
223 127 5000 5
102 163 5000 1
141 136 5000 1
322 116 5000 5
319 191 5000 1
19 20 35 1
8 150 87 5
418 7 2875 3
209 119 5000 0
416 284 5000 2
265 195 5000 4
70 101 3720 0
2 279 5000 2
349 252 5000 4
97 234 70 5
221 177 5000 4
351 252 5000 4
326 312 5000 5
160 43 5000 1
443 265 1707 2
161 248 2537 0
124 179 5000 1
67 273 4772 5
108 303 1465 3
162 27 5000 1
104 116 5000 2
48 198 5000 3
128 100 5000 4
477 65 3305 5
262 24 5000 0
439 258 2276 4
329 258 5000 3
2 38 1712 1
437 266 5000 3
20 95 3779 4
307 263 5000 5
229 301 5000 0
201 181 4978 3
237 172 5000 1
254 15 4738 5
450 125 831 4
393 29 5000 5
91 162 5000 3
234 90 5000 5
90 251 5000 5
144 291 5000 1
448 49 5000 5
298 245 5000 3
408 126 5000 5
436 312 5000 1
473 10 3710 4
480 317 5000 1
386 135 2190 4
330 171 5000 1
6 95 4392 1
405 296 5000 1
424 135 5000 5
426 116 5000 0
329 204 2842 2
234 184 5000 4
96 311 5000 3
13 119 5000 3
281 89 5000 2
330 155 5000 2
42 156 5000 2
165 59 5000 2
47 195 5000 2
191 98 5000 4
65 4 1692 0
329 99 5000 3
143 250 5000 1
176 141 5000 2
322 92 5000 5
244 236 5000 3
345 281 5000 0
372 276 3590 1
128 299 5000 0
176 299 5000 5
32 122 5000 0
31 277 5000 0
49 256 5000 4
178 208 5000 4
134 310 4529 3
396 226 5000 2
77 137 5000 5
223 258 5000 1
474 265 933 3
292 110 5000 1
32 51 3311 3
259 60 5000 5
480 114 5000 0
107 224 3291 4
429 35 5000 1
60 280 1531 2
202 129 5000 1
240 228 5000 0
221 168 5000 2
8 274 5000 0
237 291 5000 4
300 150 5000 4
122 238 5000 0
202 32 5000 1
196 147 3134 4
161 300 5000 5
412 120 5000 1
227 242 5000 4
244 34 5000 2
145 86 5000 5
17 19 5000 5
292 61 5000 5
299 303 5000 0
159 49 5000 5
295 53 5000 3
321 192 4279 3
172 225 5000 4
194 113 5000 3
8 208 5000 3
393 119 5000 4
326 12 4082 4
96 21 472 1
432 70 5000 4
411 133 4464 5
0 22 5000 5
173 269 3693 5
330 110 5000 2
399 21 1017 5
343 134 5000 1
344 271 5000 0
471 318 5000 5
280 114 5000 1
397 0 321 5
187 192 4478 0
387 37 5000 3
116 244 1127 3
11 78 4422 0
446 296 2845 3
359 84 5000 0
334 32 5000 0
283 243 1841 1
476 296 5000 3
372 117 5000 2
227 317 338 4
73 19 1319 2
84 130 5000 4
372 45 5000 2
92 135 5000 4
267 293 5000 0
436 162 5000 0
110 233 5000 0
344 79 5000 4
303 136 5000 0
8 3 1279 4
219 60 5000 4
72 45 5000 3
282 149 1550 4
95 313 5000 3
218 64 5000 3
271 101 5000 1
237 141 5000 2
312 268 5000 5
96 64 4009 1
37 10 3476 1
256 177 5000 4
188 28 5000 3
370 239 5000 0
167 250 5000 1
445 227 935 0
64 307 656 2
184 140 5000 5
357 132 5000 0
53 304 510 2
305 168 5000 5
258 213 5000 3
449 243 2862 3
32 279 5000 0
420 206 5000 5
28 140 5000 2
220 67 5000 3
118 198 2842 5
393 7 2860 2
26 292 5000 0
264 85 5000 2
111 144 5000 1
451 209 525 2
199 137 5000 1
461 308 5000 3
170 157 5000 5
275 13 2162 0
390 272 5000 2
187 289 2048 1
6 23 1329 1
330 253 5000 3
413 28 5000 3
66 164 5000 4
418 158 5000 2
93 320 5000 0
339 309 5000 2
107 114 5000 4
62 232 5000 3
142 69 5000 1
295 68 5000 4
98 288 5000 1
108 223 5000 5
109 237 5000 3
425 62 4264 5
419 150 5000 1
249 294 5000 4
156 12 2574 0
66 102 5000 2
364 100 5000 0
190 221 1449 4
88 272 329 3
44 155 5000 0
60 2 913 5
372 284 4406 3
50 124 3484 4
57 138 4128 3
333 142 5000 2
157 17 5000 3
397 245 5000 5
293 33 1540 5
256 298 5000 1
179 299 3274 5
175 40 5000 1
293 156 5000 5
335 67 3543 4
357 35 5000 1
394 249 5000 3
4 120 4429 1
459 301 5000 5
135 169 5000 1
66 38 3055 3
193 239 5000 1
128 231 5000 4
247 11 2482 4
470 217 564 2
411 135 4741 5
151 170 5000 0
65 267 5000 2
391 106 1930 5
195 27 5000 1
475 272 193 4
259 25 5000 1
176 106 5000 3
437 248 1087 4
464 177 5000 5
337 34 5000 3
233 104 5000 1
375 151 5000 2
85 238 5000 4
143 36 1713 2
204 203 5000 2
272 145 5000 0
172 114 5000 3
125 181 5000 2
474 10 3711 5
357 36 5000 0
413 3 1593 1
344 123 5000 5
131 179 5000 0
332 17 5000 2
329 284 5000 2
168 310 2669 3
67 5 2047 1
445 184 267 0
73 273 5000 3
147 138 5000 0
116 29 5000 4
209 256 5000 1
15 186 5000 2
314 1 727 0
153 7 45 1
448 163 5000 5
52 51 5000 4
184 236 2417 3
106 130 5000 0
425 89 5000 3
390 222 5000 2
389 40 5000 2
48 270 5000 2
478 149 5000 4
427 153 3629 5
471 109 4255 4
191 39 5000 4
193 3 1420 5
162 189 5000 5
201 270 4746 0
18 28 5000 2
39 134 5000 3
12 222 4731 0
223 242 243 3
39 215 5000 1
477 62 2661 0
234 237 5000 1
355 139 5000 2
378 243 5000 2
354 93 5000 1
62 147 5000 5
167 289 2368 4
407 83 5000 1
28 103 2566 3
301 203 2721 0
341 262 5000 2
95 88 5000 1
252 21 5000 3
260 136 5000 5
239 223 5000 5
86 279 5000 1
227 269 5000 3
321 59 5000 0
304 76 5000 1
282 160 5000 4
93 247 5000 4
256 124 5000 3
214 213 5000 5
465 198 5000 1
358 235 5000 1
22 38 4068 5
344 247 5000 2
464 63 3352 3
181 151 5000 1
234 65 5000 3
138 276 5000 2
103 213 5000 3
440 95 5000 2
126 86 5000 4
142 219 5000 2
103 229 5000 2
322 313 2714 4
244 104 5000 3
432 86 5000 4
218 84 5000 4
461 317 5000 5
4 235 5000 3
286 56 992 3
371 261 5000 2
374 38 5000 2
237 249 5000 4
89 116 5000 1
304 293 5000 3
10 96 2045 5
49 25 3738 3
25 228 5000 2
146 179 5000 2
180 128 5000 3
425 54 3158 4
178 58 5000 3
119 175 5000 0
178 117 5000 2
194 15 4701 3
472 136 2816 0
196 88 5000 5
182 137 5000 3
367 216 2195 1
127 203 5000 5
307 282 5000 5
208 77 5000 2
402 85 5000 1
127 215 5000 2
360 138 5000 4
187 223 4728 4
257 182 5000 1
303 199 45 0
165 288 1311 2
41 201 1080 4
263 259 5000 5
264 209 5000 1
374 115 5000 3
265 21 5000 3
434 15 111 1
359 98 5000 1
77 196 5000 3
175 38 5000 1
270 233 5000 1
327 231 5000 4
184 133 5000 1
371 108 5000 2
229 56 5000 2
155 76 5000 0
202 85 5000 0
82 152 5000 3
78 67 4428 1
84 313 3070 5
315 19 5000 4
464 130 1930 4
77 271 5000 5
98 141 5000 3
271 87 5000 3
281 293 5000 0
192 59 5000 5
4 234 5000 1
467 68 2049 3
112 130 5000 0
84 70 972 2
191 51 5000 3
259 56 5000 4
422 31 747 5
443 5 2305 2
9 153 3466 1
441 266 1058 2
406 247 5000 1
280 65 5000 5
121 203 5000 0
424 284 3251 0
51 24 1172 0
361 182 5000 4
363 114 5000 0
112 131 5000 1
70 207 5000 1
21 176 5000 3
427 69 1037 4
146 256 5000 0
186 270 3921 1
465 80 5000 2
101 211 5000 2
365 188 5000 1
342 111 5000 0
250 96 5000 4
138 46 4227 3
402 21 5000 0
4 297 1157 3
177 298 5000 5
319 236 5000 4
38 164 5000 2
439 255 5000 1
284 43 5000 3
399 64 5000 0
195 138 5000 4
420 199 5000 2
68 213 5000 5
212 11 3824 2
380 254 5000 0
100 133 5000 4
172 233 5000 1
47 82 4394 5
312 118 5000 2
129 191 5000 0
417 94 5000 5
101 268 5000 3
61 178 5000 2
51 288 5000 0
60 151 5000 3
153 64 5000 3
114 255 5000 4
302 95 5000 2
448 78 322 3
289 262 5000 4
297 310 5000 1
99 168 5000 0
405 320 4929 2
378 138 5000 2
429 104 5000 1
145 290 5000 3
461 184 383 2
402 47 5000 3
149 263 5000 5
440 175 5000 4
207 272 5000 3
420 79 5000 2
409 17 757 0
353 131 5000 4
426 205 5000 1
241 224 5000 3
262 36 5000 2
19 236 5000 0
207 225 5000 5
41 18 895 4
208 49 5000 4
21 157 5000 5
95 14 1667 2
17 197 5000 2
284 271 5000 1
252 31 665 2
425 276 489 2
33 62 31 0
147 98 5000 1
19 2 884 3
236 196 5000 1
342 305 5000 2
404 151 5000 2
424 318 5000 2
331 291 5000 1
284 119 5000 4
256 153 5000 1
78 89 39 4
4 94 2736 1
162 182 5000 0
333 172 5000 0
406 116 5000 1
241 52 5000 0
243 235 5000 4
430 204 5000 2
115 197 5000 4
223 195 5000 2
200 176 5000 1
91 239 5000 5
256 211 5000 3
183 275 1414 5
3 156 1149 1
264 72 5000 0
341 31 5000 3
414 244 5000 4
427 318 3605 1
266 40 5000 4
288 248 5000 0
416 18 1328 1
293 5 2198 4
186 204 3134 5
34 235 5000 3
146 9 461 0
336 219 5000 1
77 9 3243 3
157 233 5000 1
256 240 5000 5
296 54 5000 1
214 185 5000 0
173 289 5000 4
133 174 5000 1
15 40 5000 0
88 61 5000 4
448 22 5000 3
304 234 5000 4
216 155 5000 0
80 51 5000 3
235 242 5000 5
361 211 5000 5
47 108 5000 3
28 293 5000 3
336 209 5000 5
110 99 1316 0
72 61 5000 5
346 285 5000 1
187 115 5000 4
370 132 5000 3
447 281 5000 2
253 130 5000 5
151 312 5000 5
52 13 4183 4
72 61 5000 1
128 203 5000 0
380 50 5000 0
415 20 5000 2
245 167 5000 1
345 275 5000 4
107 112 5000 1
341 194 5000 5
312 262 5000 3
78 312 4486 2
372 259 5000 5
413 49 680 4
463 293 1051 5
252 147 1902 3
23 248 5000 5
413 124 245 1
289 281 5000 4
378 181 5000 1
225 169 5000 0
263 3 1473 1
125 134 5000 2
388 80 5000 1
78 162 2199 5
312 287 5000 1
452 168 407 0
218 93 5000 5
347 74 5000 0
470 320 5000 0
46 310 5000 2
287 25 1344 1
262 183 5000 4
323 253 5000 4
406 294 5000 0
430 68 1540 3
151 23 5000 3
88 23 5000 5
104 151 5000 5
443 169 5000 2
9 285 1856 1
395 306 3787 5
220 157 5000 5
213 265 5000 5
350 13 2861 3
254 230 5000 3
457 115 5000 2
396 242 5000 0
247 133 5000 0
210 319 5000 5
8 179 5000 2
151 164 3142 1
67 272 5000 2
462 130 3934 5
384 121 5000 1
238 157 5000 1
261 98 5000 4
217 194 5000 2
9 213 2205 5
11 99 5000 5
250 8 3069 4
282 58 5000 5
303 30 5000 0
69 283 2410 3
352 190 3973 0
211 256 5000 5
293 230 5000 0
76 238 1027 2
86 27 5000 1
477 117 5000 3
47 138 709 2
447 34 341 2
196 302 4449 5
188 8 3036 5
433 169 3350 1
396 68 5000 0
404 291 5000 1
345 246 5000 0
237 233 5000 2
477 280 5000 2
35 319 1769 4
336 186 5000 5
268 237 489 5
262 297 1915 4
321 297 5000 1
280 132 5000 1
427 288 2406 4
390 32 5000 0
145 12 4005 0
32 315 5000 1
228 219 5000 4
431 97 5000 1
211 258 3012 1
34 294 5000 2
127 58 3282 2
422 206 5000 3
166 144 5000 5
451 112 5000 3
9 148 324 3
374 318 5000 3
299 55 5000 1
256 117 5000 1
360 166 5000 3
144 73 5000 1
233 45 5000 1
11 240 4035 4
30 26 5000 0
349 275 5000 0
225 247 5000 3
227 117 5000 2
336 214 5000 2
267 195 2726 1
53 82 4225 2
362 105 5000 1
260 16 4961 0
454 214 5000 5
302 308 5000 3
391 39 5000 1
32 83 1328 0
441 53 1405 1
154 104 5000 4
388 114 4735 4
94 147 5000 2
274 38 5000 5
320 28 5000 5
273 172 5000 1
306 215 5000 2
35 154 5000 1
84 8 903 3
167 63 5000 1
176 50 5000 2
226 274 5000 5
37 123 2640 5
319 214 2627 0
411 258 5000 0
385 106 5000 5
43 63 2471 4
185 296 5000 5
262 233 1333 1
419 116 5000 3
404 282 5000 3
384 240 5000 0
455 270 626 2
173 220 5000 3
54 106 3752 5
407 161 5000 3
318 247 5000 3
207 146 5000 4
456 259 963 1
417 209 5000 4
157 116 5000 4
193 244 5000 5
446 162 5000 1
378 229 5000 5
55 19 5000 3
415 22 3180 4
424 205 5000 1
274 2 1095 1
4 283 1853 3
262 257 5000 1
478 216 5000 2
244 28 5000 1
22 260 5000 4
288 64 5000 0
98 1 17 0
185 64 5000 2
438 309 5000 2
149 102 5000 0
313 68 5000 5
332 174 5000 2
250 230 5000 3
137 306 5000 2
138 118 5000 5
356 285 3758 2
49 47 4264 1
254 7 2763 1
384 169 1540 5
42 186 5000 0
437 12 4135 4
275 121 5000 4
104 183 5000 1
221 82 5000 0
348 205 5000 2
420 92 5000 4
118 59 5000 3
154 9 3293 0
423 205 5000 5
308 56 5000 0
110 214 5000 4
408 87 5000 1
153 299 5000 2
453 312 225 5
42 209 5000 0
127 113 5000 3
142 10 3530 1
303 156 5000 0
46 255 5000 4
379 31 4717 4
361 75 5000 5
90 80 5000 2
479 183 5000 4
357 42 5000 1
5 85 5000 4
438 320 973 4
477 87 3591 2
38 237 5000 3
124 18 4969 5
300 267 5000 3
116 296 5000 4
216 251 5000 3
119 140 5000 2
217 248 5000 1
42 94 549 2
357 255 5000 2
262 180 1538 1
445 155 5000 5
430 117 2046 2
136 117 5000 1
313 33 5000 5
51 11 748 0
157 43 1020 3
245 170 5000 1
264 204 5000 5
257 206 4401 2
68 75 5000 3
364 73 5000 2
385 265 5000 0
453 158 5000 1
426 267 5000 4
142 93 5000 3
409 20 2096 2
122 87 5000 1
453 234 5000 5
52 126 5000 5
458 1 850 5
209 145 5000 3
400 315 453 1
228 169 269 5
377 315 4768 0
294 297 5000 5
228 159 5000 5
92 139 5000 0
203 191 5000 5
323 219 5000 4
234 126 5000 4
213 184 5000 1
36 54 4905 3
198 230 5000 5
464 297 5000 1
309 154 5000 2
96 243 5000 3
207 73 5000 1
308 58 492 4
274 291 5000 5
196 218 5000 4
180 293 5000 4
14 58 2760 1
186 209 5000 3
312 134 5000 3
357 33 5000 1
406 259 5000 4
393 181 5000 4
51 101 1320 3
305 127 5000 1
325 240 5000 5
81 66 2442 2
212 155 5000 5
70 199 5000 0
141 142 5000 4
460 259 4395 0
68 287 2770 3
210 156 5000 3
385 173 5000 5
86 114 3036 3
192 80 5000 0
228 263 5000 3
45 176 3055 3
420 263 1426 1
359 274 5000 2
470 187 488 1
166 266 5000 2
455 138 5000 0
42 51 3070 3
91 41 1700 1
359 159 5000 3
199 262 5000 2
67 46 5000 5
221 59 5000 1
131 273 5000 5
374 167 5000 4
359 23 5000 4
256 311 5000 5
113 110 5000 3
259 29 5000 5
163 202 5000 0
132 119 5000 3
354 121 5000 3
479 37 5000 5
332 145 5000 2
343 279 5000 1
360 293 5000 3
78 178 5000 5
283 40 669 2
413 270 5000 4
407 81 5000 1
32 231 5000 4
246 173 5000 4
184 232 5000 0
253 119 5000 0
92 228 3955 4
337 0 321 0
23 22 823 4
57 170 5000 0
14 64 5000 4
77 300 5000 2
423 220 5000 1
221 119 5000 3
103 86 5000 5
326 219 5000 3
374 174 5000 2
155 304 5000 2
279 197 3968 0
462 62 2066 3
48 227 5000 1
108 19 484 1
460 130 1804 4
84 75 2522 2
410 102 5000 4
151 310 5000 5
44 168 5000 3
314 285 5000 3
161 75 5000 4
304 162 5000 5
387 125 5000 5
207 305 706 5
160 8 3014 2
239 220 3496 1
418 254 5000 4
62 194 5000 4
72 303 249 0
97 187 5000 0
72 300 5000 4
243 270 5000 4
258 201 3728 4
368 189 3026 5
106 212 5000 3
32 154 5000 0
316 226 5000 2
269 18 1769 5
134 279 5000 5
336 198 5000 4
437 111 5000 4
225 85 5000 1
24 278 5000 4
167 177 5000 5
12 169 5000 1
176 161 5000 3
18 85 4896 5
475 10 3712 5
434 192 2279 2
117 87 5000 4
212 313 5000 2
450 40 5000 4
322 123 5000 2
70 243 5000 1
466 149 5000 3
457 107 5000 2
332 166 5000 0
374 291 641 1
415 143 5000 0
29 135 5000 3
364 90 5000 5
316 50 5000 4
240 214 5000 0
466 184 683 2
410 208 5000 3
405 33 1197 3
152 178 5000 1
259 61 5000 5
478 192 3540 1
375 272 4204 0
55 149 2205 2
35 143 4410 4
142 133 5000 0
334 177 5000 4
458 293 5000 1
23 255 5000 1
422 304 408 0
440 11 3178 1
186 267 2157 3
295 34 5000 3
214 118 5000 3
58 253 5000 0
282 283 5000 5
375 46 5000 4
334 34 5000 2
441 123 4957 2
22 212 5000 1
237 10 461 1
234 50 5000 5
425 64 2178 1
258 91 5000 2
317 288 5000 2
442 270 1766 4
394 290 5000 1
65 56 5000 1
209 184 5000 3
277 87 5000 3
307 18 1165 0
172 142 5000 0
395 158 5000 0
132 309 5000 3
24 37 5000 3
116 169 5000 5
424 35 3637 3
471 284 1455 3
283 36 5000 0
183 46 1021 4
428 202 1464 4
388 132 5000 5
266 208 5000 4
181 1 604 0
438 258 3670 4
66 153 5000 3
394 127 5000 2
2 203 5000 4
156 49 5000 3
98 101 5000 1
200 257 5000 5
173 183 5000 3
328 249 5000 5
6 157 5000 1
221 184 5000 5
218 313 5000 3
319 197 5000 4
152 171 5000 1
372 286 4248 5
172 98 5000 5
341 15 1695 1
371 231 5000 4
99 47 3158 1
269 239 3859 3
41 221 5000 1
267 112 5000 3
139 171 5000 4
265 93 5000 3
319 137 5000 4
381 211 1833 2
153 267 5000 1
189 246 5000 1
233 77 5000 0
54 43 2146 4
354 173 5000 1
297 206 1766 2
10 178 5000 3
190 302 5000 3
472 214 4618 3
403 159 2434 1
125 14 2760 0
11 59 3500 5
420 47 669 2
416 23 5000 5
76 161 5000 0
362 142 5000 2
238 255 5000 2
87 73 5000 0
393 42 4066 5
84 30 242 4
387 234 5000 0
387 134 5000 0
5 51 787 4
159 194 5000 1
356 306 5000 4
327 268 5000 3
230 306 5000 2
453 111 5000 5
456 135 5000 4
134 164 5000 2
13 161 5000 5
280 70 5000 5
266 220 5000 5
19 233 5000 0
442 251 3581 1
394 151 5000 1
175 1 599 3
263 212 3483 5
282 282 5000 0
58 70 2641 1
130 275 5000 2
179 125 5000 3
438 87 3589 4
149 318 5000 0
410 56 195 2
220 57 5000 3
340 80 5000 3
256 237 5000 1
172 0 162 5
211 297 5000 0
440 306 5000 5
451 277 2157 2
76 281 1054 1
401 62 5000 1
8 185 5000 3
39 5 2026 4
430 162 2064 4
379 137 5000 2
164 282 5000 5
104 222 4731 2
163 111 5000 0
449 191 5000 5
104 26 5000 1
159 177 5000 5
148 220 5000 5
384 6 731 4
104 274 5000 1
334 119 5000 0
407 261 5000 2
449 143 2119 2
263 302 1058 5
199 35 5000 0
279 176 4969 1
225 240 5000 0
207 262 5000 4
415 309 5000 3
224 252 5000 1
394 175 5000 2
344 121 5000 0
211 273 5000 0
215 131 5000 3
323 314 5000 1
263 198 1300 3
180 109 5000 0
297 97 5000 4
150 201 5000 4
42 190 5000 4
259 168 5000 4
345 112 5000 0
358 113 5000 3
471 86 5000 0
143 142 5000 3
342 112 5000 4
46 199 146 4
21 137 5000 5
65 130 4292 1
363 199 4060 0
340 194 5000 3
179 320 4424 5
471 184 5000 1
277 47 5000 0
233 209 5000 3
185 137 5000 5
184 203 5000 5
389 28 3275 4
246 13 4049 5
84 19 1875 1
364 62 5000 0
230 128 5000 0
358 283 5000 1
119 13 4203 0
92 221 827 4
445 246 5000 2
455 235 5000 3
284 127 5000 2
474 305 5000 5
175 320 5000 4
455 229 5000 1
89 133 5000 4
28 33 5000 2
197 154 5000 1
465 227 5000 4
45 147 5000 4
39 274 5000 2
