600 1920 1080
1330 412 129595 5
1784 589 236540 3
1799 938 345866 2
918 232 32685 5
1882 454 150934 0
1257 254 51494 0
1256 316 66794 0
1388 876 301277 1
1559 730 294550 0
1733 188 33988 5
38 993 214441 3
1609 305 19035 2
1041 647 263105 4
1606 754 287463 2
731 666 128023 5
1725 895 297421 5
1631 555 85411 3
927 146 2807 2
658 623 253317 4
1435 770 310323 5
1149 348 75415 3
263 761 308603 4
1726 1013 358954 4
953 319 64906 4
1576 55 4802 3
585 171 11038 5
396 6 45 1
1203 185 15720 5
877 618 121389 0
701 1030 346499 1
1216 437 135352 3
455 307 41484 5
1654 454 10455 4
636 726 58212 3
1317 343 97159 4
243 343 54965 4
1412 1012 354458 0
1137 121 1108 5
1014 286 37827 0
1255 114 5795 1
1025 469 126953 0
1132 425 81366 0
173 919 166981 1
1161 938 345739 4
1850 619 252123 2
1127 710 290257 5
152 696 193172 3
376 1009 110682 5
312 222 30162 1
1734 748 279994 0
1318 1060 359693 2
412 539 201714 0
1587 476 165449 0
966 540 143379 1
387 970 165119 4
1003 479 167051 3
799 723 255432 4
1013 661 268576 2
21 874 331729 4
1745 463 156865 5
772 724 255762 3
1323 531 196920 1
368 844 254097 2
70 426 78857 5
354 987 140776 2
1825 401 50761 2
854 460 66855 2
21 509 183792 4
51 444 32553 1
346 284 41484 4
1230 913 340126 4
1479 780 305798 1
290 31 2225 4
1018 589 236114 3
160 754 55386 5
661 897 88596 4
857 812 114976 4
919 944 341052 2
169 811 317820 5
700 195 1420 2
398 859 199750 0
1035 116 11239 4
371 636 258234 2
1192 160 13500 2
1669 1025 360311 1
1729 710 282292 0
523 312 51424 1
1589 463 156794 4
147 436 54132 5
135 129 12491 1
1567 264 55212 0
897 356 37827 3
1522 1076 360947 5
473 387 76174 1
1688 879 333043 5
1037 232 30212 5
146 572 223968 2
1180 73 1783 4
245 711 292614 0
890 411 79817 3
359 464 53704 1
476 361 54965 0
674 574 210947 1
1018 467 147390 0
1402 451 148717 4
765 255 6240 5
1166 219 2798 2
831 241 51932 0
1433 323 36743 1
486 953 76751 1
1793 709 275322 0
1200 56 6853 2
874 56 187 2
87 331 64906 1
374 944 120111 4
1020 873 109781 1
1370 585 233567 0
1237 588 235646 3
293 603 239022 2
877 689 275659 3
1609 686 276087 2
1298 845 304129 0
872 786 166366 3
1000 660 117371 4
282 342 64906 2
670 227 5314 0
1348 41 374 0
1564 217 42971 1
308 1069 58883 1
990 880 150484 2
1657 500 125296 3
1201 1035 354458 5
1360 39 989 3
134 278 41484 4
12 1035 16935 1
1128 548 208161 3
1651 546 152299 2
1508 549 209133 0
244 504 174896 2
1591 31 4095 2
336 585 177610 2
1088 632 247665 5
1739 584 144497 0
1502 335 93710 1
1474 763 274584 0
686 996 341379 2
40 373 35916 4
260 937 111623 0
1584 479 167356 4
1660 288 72948 4
1812 801 274176 4
1560 998 356501 0
1396 717 275738 0
661 998 349456 4
1206 797 307400 5
53 843 325066 3
1832 621 127310 2
1805 546 140089 3
1798 677 279601 5
1252 1028 354458 5
231 757 299460 5
1880 887 335246 5
523 516 163802 0
502 510 64439 0
1438 168 27454 0
52 1068 75214 5
756 114 2243 3
369 706 278291 2
1597 712 283407 0
646 948 335834 5
1114 589 236196 1
1251 514 186381 3
1751 1027 330471 2
869 858 87734 4
472 121 16072 4
472 269 40365 2
1180 521 190979 1
1207 627 231870 3
1865 1068 365460 5
974 495 176140 5
1721 1024 83162 0
164 191 20273 3
1539 596 231017 3
635 958 118368 2
1023 1054 363846 3
501 734 105212 2
692 1013 348764 1
1816 523 147119 3
1598 367 108477 5
883 125 2243 5
1690 634 257548 4
1043 265 53702 5
582 166 11038 4
850 602 244818 1
1781 392 120395 1
481 24 1265 4
913 467 48124 1
851 671 276210 4
954 612 228127 5
1114 739 302605 2
1835 827 222340 3
701 599 243072 4
273 590 99812 5
519 553 59634 0
211 881 227876 1
1495 55 3465 5
76 893 336511 5
400 239 30163 0
1254 567 121272 5
1225 129 3606 3
1174 839 314267 3
1453 64 2488 2
650 219 5599 1
1077 1007 353026 2
306 809 160552 2
1170 625 253687 5
534 1019 344444 0
1850 129 8151 2
1269 1065 359693 3
1432 723 297048 1
515 216 8570 3
1405 1065 359693 3
1794 663 272054 5
314 696 283316 1
1858 108 14287 2
921 520 55583 4
1154 157 2243 3
1855 27 2348 1
679 45 560 5
759 567 113617 4
8 342 96574 2
1384 570 198482 5
596 579 224618 5
1506 1014 359023 2
825 916 332241 5
1315 709 289217 0
1088 292 72664 5
25 626 53095 5
291 298 64906 0
1026 961 306889 1
1133 715 294128 4
804 933 335344 1
546 545 64439 4
1382 1009 354458 2
242 886 334808 2
58 904 339024 0
1144 640 249968 1
833 271 4591 2
734 360 54547 1
1310 669 274592 2
1151 224 1747 4
664 485 141269 0
1897 480 13896 2
1242 390 61436 1
368 589 123881 1
458 130 4201 1
363 752 291629 4
271 201 22246 2
1895 789 272619 0
30 423 134262 2
1052 291 73977 5
1570 560 217087 0
1250 248 55080 3
778 327 37827 1
223 297 64906 4
1620 261 60959 3
186 941 123915 2
637 298 40365 0
1217 989 355441 3
963 40 313 4
437 972 84566 1
953 1042 350672 3
630 1070 365492 2
1446 295 75894 3
322 260 40365 0
257 62 699 4
1816 140 19417 5
125 107 4197 0
1472 651 265775 3
1373 745 295975 0
66 1057 208173 4
483 391 54547 1
421 621 140864 4
1156 788 305216 1
501 47 3403 5
1032 992 356110 4
447 759 118249 1
1426 437 141443 0
1745 844 128732 3
654 34 2686 1
864 588 231453 5
1609 1075 361999 2
590 205 39515 1
389 945 139733 2
549 281 33063 5
214 981 95738 1
644 918 109736 0
1654 247 54847 3
1058 459 68162 4
1394 611 233593 5
1078 635 253667 3
1393 524 192859 4
1053 30 734 2
1000 59 7271 1
1450 802 287820 1
1373 476 165324 1
402 516 160556 4
549 818 113112 5
641 1024 334612 1
1270 260 50084 4
192 970 199146 1
1496 343 40319 3
1794 290 73873 1
75 695 117017 2
1426 419 101542 5
1917 961 197233 3
520 1056 198586 4
1802 122 16551 3
1325 233 37003 1
727 71 9000 0
577 708 144645 5
550 846 183326 2
896 696 276209 1
1789 387 118149 4
1266 784 300655 1
360 610 172224 3
1777 1050 89058 5
1783 666 112857 3
1779 990 355754 5
1000 35 4537 0
1523 143 19856 4
1041 1043 355435 1
1735 237 46117 0
321 378 56171 3
714 542 170422 4
1794 724 287941 4
540 627 43167 5
39 288 72621 1
1462 489 172922 5
1184 993 353026 4
1190 114 4232 0
1502 881 316876 0
1421 403 125170 0
485 864 177856 3
1176 744 303203 3
486 643 101711 4
178 668 136078 4
41 54 908 0
1643 754 304764 1
1653 977 353233 2
750 751 99479 0
651 392 76174 1
473 55 1096 2
247 109 12491 2
1003 668 242453 3
1578 1039 361310 5
41 377 113050 5
1270 44 230 0
1025 760 267999 5
1784 170 9288 3
220 804 106621 0
1265 961 347819 2
1438 64 3466 0
1459 870 311366 0
143 120 13597 4
556 2 112 2
168 349 54965 4
1200 415 45876 1
255 29 2113 2
589 373 54965 3
1615 346 98570 1
1727 62 7718 5
838 188 5957 1
654 695 100741 1
273 363 54965 3
1878 861 162328 3
425 539 60642 1
661 470 114032 0
562 490 32347 0
840 193 35670 4
1759 948 347956 4
748 340 54131 0
937 973 338131 3
142 571 146964 1
825 326 56554 5
211 9 1262 2
648 363 54965 4
821 366 51424 4
549 410 54939 5
1428 850 301668 2
1207 839 298067 1
329 948 84080 1
833 251 54158 4
923 535 143806 1
1099 742 276847 5
1457 58 6869 1
147 370 64906 3
469 137 9123 1
1322 714 235151 3
260 1078 209491 5
1427 967 349453 0
649 587 58719 5
564 857 114977 2
1210 533 105118 2
1086 486 157258 5
680 863 205922 2
1141 829 301221 2
916 717 264179 5
437 828 97426 4
383 429 76174 1
714 390 76174 5
1593 165 24735 5
1745 605 112925 0
843 749 97077 2
321 943 183866 5
1485 719 281186 4
1109 623 251950 1
300 694 282016 5
716 856 160543 2
20 1049 333954 3
1001 560 216776 5
1282 533 198103 2
456 359 54965 2
546 46 54 4
1203 1034 354458 2
69 868 109138 2
1719 665 272704 0
977 1071 365790 1
543 253 20277 4
1634 846 165233 2
1756 687 283956 4
624 487 47959 1
513 619 70757 5
1044 983 353205 0
458 77 1684 1
1452 410 128657 2
625 569 185670 4
1202 699 282968 5
632 254 6804 5
1812 219 9408 1
457 668 252271 1
107 853 102508 0
174 243 30162 0
253 996 116376 0
135 1028 16372 4
854 117 8854 4
260 396 55795 0
1760 498 178238 5
358 747 294761 3
833 522 129419 3
370 778 282888 2
1192 857 314761 0
1247 271 65437 1
698 8 1770 1
1710 988 323338 2
427 695 141265 0
1298 916 338876 5
1744 30 4099 4
47 321 54131 2
245 29 908 5
1604 1024 360175 5
551 168 2230 0
1031 937 312987 3
378 990 57875 4
1156 553 174789 2
1815 342 96973 2
612 830 254096 2
519 478 76174 5
1375 733 294508 5
949 650 158607 5
