600 1433 1534
1330 213 1 2
1292 985 1 3
713 8 1 3
1156 176 1 4
1364 868 1 2
947 668 89 5
669 757 20 2
1192 578 100 3
1036 510 70 2
983 1339 100 2
718 1467 1 0
573 1437 1 4
652 121 100 3
1209 367 1 1
831 1052 73 0
266 285 1 4
767 1070 82 1
1043 1494 1 0
544 993 99 3
1 1171 1 5
340 1512 1 1
1021 1140 55 4
467 851 73 4
1414 663 1 1
343 845 100 1
899 1025 75 2
913 1076 76 3
231 678 94 2
263 664 100 2
1293 1380 1 3
656 1527 1 1
174 489 1 3
382 372 100 1
1074 831 74 0
353 550 10 1
1076 591 94 1
682 1346 97 5
240 400 1 1
466 1172 48 3
21 406 1 4
462 782 43 3
143 659 1 5
1328 1424 1 5
648 495 80 5
1109 1204 83 5
1115 819 100 1
741 967 43 4
1356 430 1 3
1125 1182 100 3
401 924 66 5
1070 405 100 1
101 731 1 2
923 792 84 1
809 28 1 5
1265 717 100 3
1021 839 48 5
195 241 1 2
331 1515 1 1
994 1250 68 0
979 397 53 5
825 649 63 3
1297 700 3 3
275 231 1 1
1420 465 1 2
360 279 80 2
1150 502 100 5
463 773 36 1
1114 940 59 0
961 1221 25 3
1041 1236 80 2
66 949 1 5
1175 522 100 5
1397 1128 1 2
478 1511 1 5
869 75 1 1
963 1119 74 2
580 794 82 4
19 1518 1 3
1030 1284 31 3
18 1324 1 0
1228 996 100 1
115 163 1 2
1261 1307 1 2
1159 363 100 1
940 923 72 0
112 136 1 3
256 534 100 2
1240 314 1 2
1181 115 1 0
254 781 70 5
233 1432 1 2
471 1500 1 0
696 677 3 3
645 652 52 0
151 191 1 0
297 865 63 3
986 1469 1 5
253 1101 9 1
1102 263 100 2
758 1436 1 4
689 1320 17 4
431 1253 44 0
205 407 1 4
1011 92 1 3
53 270 1 0
1011 1256 100 2
1260 326 1 4
1114 831 100 1
7 890 1 2
1197 380 98 0
815 817 70 5
406 1380 100 4
1123 851 100 3
607 1360 100 2
120 742 1 2
159 584 1 1
221 950 44 0
716 475 36 0
1428 283 1 0
423 396 47 3
761 1201 37 5
1247 1282 1 2
17 486 1 1
1414 445 1 2
583 1475 1 2
767 1459 1 1
279 1361 1 4
78 1071 1 3
474 1020 100 3
759 559 83 2
823 227 1 1
656 840 5 0
603 534 75 4
791 882 1 1
1309 546 1 1
749 806 28 1
1344 778 1 3
1191 1078 100 5
50 1397 1 2
474 1496 1 3
667 1465 1 0
638 967 100 4
551 729 69 0
1072 373 24 3
959 1185 43 0
966 346 16 5
1336 687 1 5
1268 1402 1 0
930 556 66 0
1250 1163 1 2
1231 9 1 2
717 1363 17 5
231 205 1 2
163 1421 1 4
334 1378 1 0
1343 1283 1 0
1198 867 28 5
1320 1096 1 5
530 492 85 5
407 417 37 3
848 1435 1 1
987 153 4 0
256 659 39 4
1131 727 63 4
654 1390 90 2
1380 547 1 1
495 388 45 0
961 237 17 5
11 674 1 2
1328 1162 1 3
863 1091 75 5
1316 327 1 3
139 298 1 0
1303 765 1 4
417 551 50 5
55 638 1 2
199 417 1 1
224 719 52 1
788 592 32 5
1114 888 92 3
192 1426 1 4
278 467 100 2
376 339 94 3
483 978 100 3
612 470 100 4
1335 1062 1 0
1305 1210 1 0
1207 1285 1 1
8 75 1 4
84 813 1 0
67 70 1 3
913 756 60 2
331 307 100 3
272 328 1 5
612 1392 100 0
1285 298 1 1
956 874 100 2
890 1369 100 0
513 216 15 4
579 648 82 3
976 145 2 2
1391 1491 1 5
584 1085 85 5
1017 250 100 5
438 291 100 0
48 247 1 5
305 1059 100 1
936 1350 100 5
893 673 57 4
753 1237 47 1
1340 882 1 4
642 1525 1 4
715 99 49 0
489 974 100 1
1031 1180 66 4
697 1148 30 1
386 428 66 2
395 1048 100 3
524 948 100 4
871 1490 1 5
1310 57 1 1
586 1467 1 5
1053 1059 52 4
868 98 1 0
786 1224 58 1
552 1069 91 4
139 940 1 5
516 542 53 0
1176 1116 100 3
630 64 1 4
713 383 34 4
776 1469 1 0
9 14 1 2
1427 1520 1 0
1419 1406 1 3
107 1187 1 5
571 995 85 1
875 1277 56 3
151 826 100 5
677 602 22 3
451 1128 48 2
508 370 66 2
221 952 67 0
484 577 50 2
438 1312 64 0
462 539 46 5
1430 619 1 3
281 1098 61 1
1059 1252 10 4
1067 705 77 2
150 1396 1 5
1363 1400 1 0
321 920 77 2
842 195 9 2
876 136 91 5
966 990 100 3
911 185 100 2
1226 1247 1 1
1061 782 100 0
890 176 100 0
149 1307 1 5
454 746 66 1
1394 435 1 1
700 539 79 0
390 726 87 2
237 31 1 0
285 358 2 2
1181 6 1 2
702 604 90 0
696 104 100 4
1424 1205 1 1
18 1435 1 4
869 1230 48 5
133 981 1 3
728 717 13 4
1101 292 100 1
1195 1195 1 2
1170 1446 1 2
14 10 1 5
76 86 1 2
1423 1250 1 4
209 1388 1 4
322 219 1 2
356 347 100 3
1089 389 100 0
1325 913 1 0
1080 1149 26 2
518 1081 96 2
725 934 85 4
130 1389 1 1
1405 681 1 5
151 1151 1 5
54 1078 1 0
1380 794 1 4
1258 564 1 3
1353 677 1 3
844 1464 1 4
199 986 100 0
665 1229 74 0
342 377 100 4
37 289 1 3
368 389 96 0
881 340 7 5
374 1298 100 0
427 541 33 3
298 1491 1 5
83 403 1 4
663 705 41 4
1167 882 27 5
621 718 85 1
217 1383 1 1
567 1475 1 4
1417 1192 1 2
115 993 1 5
390 1183 85 0
171 1084 100 1
843 1531 1 3
1347 409 1 1
414 1155 75 5
266 1218 100 1
994 598 90 2
245 271 1 2
186 758 100 5
196 812 100 0
488 790 54 2
828 150 100 5
626 417 82 3
1263 1219 1 5
971 237 23 0
338 575 40 2
311 72 1 0
335 773 100 3
1061 1452 1 0
1035 791 100 3
524 1462 1 1
257 564 100 1
621 1076 100 2
64 150 1 0
358 671 75 5
354 940 100 5
658 1051 46 2
117 1145 1 1
695 1230 36 3
858 194 6 0
552 1300 30 3
683 47 1 0
771 852 2 5
159 1528 1 2
873 266 1 4
1104 1003 100 4
1352 119 1 5
835 1429 6 0
508 909 94 4
3 1338 1 1
211 1099 95 2
1351 1262 1 1
857 1183 34 2
652 178 1 4
1167 49 1 5
850 1195 9 3
944 832 76 2
47 658 1 1
1318 1031 1 4
826 104 3 4
583 322 38 5
319 1180 100 4
6 288 1 3
62 1297 1 4
428 1163 83 1
456 764 28 2
1221 527 92 5
35 1017 1 5
323 433 100 3
1426 1404 1 0
547 37 1 3
893 703 56 2
868 1320 100 0
343 998 68 2
1093 676 43 4
1030 978 66 5
1380 1374 1 0
840 1246 53 5
787 51 1 3
486 303 4 0
1171 351 100 1
744 88 1 0
1378 673 1 2
49 475 1 2
1426 151 1 3
506 1075 100 4
893 822 88 2
672 269 2 0
935 1005 85 4
1062 781 100 2
254 84 1 4
568 1049 100 0
466 258 6 1
410 1041 100 4
359 1470 1 3
353 849 100 3
123 954 1 1
345 511 88 5
647 707 58 1
1261 953 100 5
325 864 100 3
21 961 1 3
881 434 97 2
771 1189 50 2
1094 812 47 0
934 881 72 0
1207 84 1 0
71 286 1 3
737 720 3 1
912 718 69 0
1087 1415 1 0
680 1082 44 0
316 868 80 5
200 411 1 1
97 570 1 1
688 835 4 4
239 158 1 1
1237 1063 100 5
427 1070 100 0
892 1318 100 0
334 23 1 1
831 782 77 3
874 605 80 0
289 1133 91 2
625 1220 68 1
1200 1158 100 5
1052 298 11 4
431 967 100 5
1242 172 1 1
369 499 57 1
674 952 100 1
264 130 1 1
218 363 1 2
1276 1105 1 0
823 199 1 1
1288 854 1 5
218 923 33 5
410 640 61 2
1309 1217 1 3
924 204 99 3
