10000 500 500
467 396 1 2
120 208 37 4
10 134 1 3
181 422 530 3
246 95 2 3
491 84 1 3
17 14 1 0
361 427 1226 3
276 92 37 5
356 48 2 4
91 261 2 4
177 239 37 3
403 228 37 3
433 5 1 5
273 142 2 5
141 336 37 5
454 123 1 2
31 218 1 4
179 323 37 0
454 472 1 0
61 193 1 4
434 119 1 1
270 391 2 1
280 56 2 5
194 401 2 3
146 25 2 1
48 159 1 4
155 75 518 4
161 302 37 0
303 257 2 2
430 329 1100 5
493 436 1 3
105 204 37 3
224 482 1 3
105 461 1247 0
46 250 1 2
14 4 1 0
349 463 2 3
370 12 1 3
413 222 37 2
481 455 1 3
457 356 1 1
398 158 2 4
403 415 1226 3
360 285 2 4
336 57 2 4
119 428 1247 5
271 317 37 0
77 275 2 5
127 98 37 4
67 455 1247 1
403 142 2 2
212 185 3 0
314 235 37 1
442 156 1 2
120 372 2 0
168 176 2 2
462 71 1 4
110 70 448 3
387 149 2 0
493 250 1 4
202 321 37 1
311 394 2 4
336 415 2 1
137 279 2 4
20 448 1 5
464 135 1 5
57 389 1 1
93 430 1247 1
452 43 1 2
476 458 1 4
92 181 2 4
18 108 1 5
216 31 2 5
408 158 2 1
232 283 2 0
432 269 1054 4
27 288 1 3
260 402 2 4
362 206 37 1
332 72 2 2
414 43 2 2
129 481 1 5
55 349 1 2
204 103 37 2
258 176 2 3
117 90 37 2
364 1 1 1
315 266 2 5
471 7 1 1
112 1 1 0
439 379 1 0
382 245 2 1
402 161 2 3
117 362 2 3
94 473 1247 1
49 424 1 0
270 157 2 2
51 386 1 3
289 243 1079 1
231 2 1 5
353 415 1159 2
219 251 2 0
32 345 1 2
42 20 1 4
378 323 37 3
65 331 1 4
451 413 1 1
306 120 37 3
349 444 2 0
324 255 2 0
406 120 37 2
310 206 37 4
383 483 1 1
183 235 37 0
188 74 1 4
365 59 2 2
153 152 37 1
272 414 37 1
59 112 1 3
221 445 37 3
440 202 1 2
175 365 2 0
372 443 1226 4
255 134 2 1
321 335 37 1
482 210 1 3
309 29 2 1
401 144 2 4
228 454 943 4
383 187 953 2
39 320 1 0
392 435 1226 3
94 422 1247 5
287 431 37 2
274 268 2 0
492 263 1 5
221 220 37 5
482 435 1 4
170 115 725 0
113 78 1 2
50 175 1 3
49 109 1 0
470 31 1 0
499 348 1 3
483 497 1 2
161 159 1 4
162 408 2 2
176 73 1 0
483 446 1 1
223 244 530 5
214 256 2 2
469 8 1 2
358 432 1226 0
175 222 37 3
380 251 2 5
327 393 2 4
27 460 1 4
14 352 1 1
40 64 1 2
18 437 1 0
319 341 37 4
228 234 37 3
194 167 37 2
189 355 943 1
394 107 37 1
474 403 1 5
442 261 1 0
49 164 1 4
317 476 802 1
427 122 2 1
454 329 1 5
207 360 2 3
231 256 2 0
181 474 2 2
358 266 2 5
496 369 1 5
70 359 1210 1
345 20 1 0
185 456 1060 4
280 202 37 4
84 17 1 0
65 434 1 1
223 216 37 2
74 490 1 1
38 358 1 0
246 20 1 1
177 8 1 5
278 68 2 4
109 382 1326 2
145 158 484 5
39 328 1 4
117 227 37 0
76 196 2 2
351 426 1364 3
275 461 2 3
209 409 1362 1
11 31 1 4
150 26 2 1
40 87 1 4
160 107 43 1
469 161 1 0
46 15 1 1
29 452 1 1
365 119 37 1
203 394 2 4
137 116 1 3
154 389 2 0
122 263 2 4
28 295 1 1
397 346 1099 2
235 308 37 0
255 223 37 3
175 487 1 1
365 396 1247 1
401 299 1133 2
22 383 1 2
70 383 1329 2
153 439 1354 1
422 167 2 4
295 84 37 0
308 210 37 1
499 284 1 1
396 18 1 0
294 385 2 3
343 330 37 2
309 292 2 0
51 423 1 4
187 11 1 5
424 261 2 0
129 273 2 2
234 459 2 2
284 423 37 1
147 315 37 2
288 453 2 0
188 176 2 0
329 356 2 2
129 297 530 4
349 19 1 0
105 402 1247 4
339 323 37 2
56 172 1 4
462 296 1 3
25 470 1 3
253 411 32 1
131 330 37 3
73 404 1247 3
185 259 2 5
446 464 1 3
467 110 1 2
123 49 37 2
360 206 37 4
387 55 2 3
199 15 1 0
215 54 37 1
323 135 2 2
53 306 1 0
43 345 1 5
220 427 37 0
96 429 1247 4
402 455 1226 2
61 428 1 0
271 234 37 4
374 119 37 4
81 426 1247 5
240 438 37 5
182 324 37 3
94 294 2 0
19 436 1 5
215 473 2 2
271 309 37 2
191 111 1 5
324 74 3 2
223 383 2 4
271 359 2 4
58 392 1 0
492 481 1 5
193 12 1 4
406 300 2 2
317 4 1 4
120 456 1247 2
176 471 1094 1
268 175 2 3
439 432 1 1
499 439 1 0
33 252 1 5
245 495 1 4
101 263 2 5
429 56 2 2
391 48 2 5
102 180 2 4
14 53 1 1
195 255 2 2
138 294 2 4
106 267 2 4
378 108 37 3
225 304 37 1
301 233 37 1
134 468 1247 3
139 375 2 0
59 296 1 3
98 157 37 1
427 335 1267 5
188 266 2 3
421 391 1329 2
427 375 1247 1
259 2 1 5
90 439 1247 5
205 284 2 2
95 457 1247 4
110 221 37 0
411 338 1148 0
372 18 1 4
180 347 37 4
465 60 1 5
370 367 2 0
168 303 37 1
388 237 37 3
201 69 235 1
486 437 1 2
322 217 37 2
139 308 37 0
328 387 2 0
262 348 37 2
284 49 2 1
375 163 2 4
230 389 2 5
306 408 5 1
352 233 37 2
221 90 37 0
356 331 37 2
438 278 1 5
136 455 1247 0
137 425 1247 1
289 81 37 4
414 14 1 1
450 193 1 5
289 448 2 5
159 456 548 2
40 416 1 5
494 228 1 0
263 471 2 1
358 464 1226 5
276 115 37 3
86 287 2 5
39 322 1 0
219 4 1 0
10 452 1 0
28 10 1 0
36 376 1 0
67 155 2 4
376 242 1027 3
441 395 1 1
397 192 37 2
213 267 2 0
180 24 2 0
448 133 1 5
113 454 1247 4
119 341 37 2
451 44 1 0
203 255 2 4
340 131 30 1
449 28 1 2
76 420 1247 5
156 169 37 1
299 347 37 0
353 255 2 1
57 90 1 0
60 196 1 3
482 382 1 2
286 127 37 0
23 189 1 4
344 306 37 5
253 48 2 0
279 347 37 2
182 134 1 0
85 180 2 0
378 388 1247 5
439 267 1 1
225 258 2 4
139 416 1247 3
74 120 2 2
115 142 37 0
42 478 1 3
66 173 2 4
239 302 37 2
438 74 1 5
188 173 33 4
52 78 1 4
259 27 2 4
56 416 1 1
289 347 37 2
359 421 1226 1
149 22 2 0
340 421 1396 2
249 403 2 4
192 371 2 2
107 116 1 3
277 65 2 0
159 476 548 5
52 414 1 3
248 299 560 4
183 489 1 0
95 175 530 5
327 210 37 2
84 345 1249 0
487 192 1 3
86 494 1 5
164 412 2 4
491 487 1 3
2 405 1 2
46 71 1 0
325 64 2 4
253 152 2 3
10 408 1 2
211 167 37 5
60 91 1 3
159 387 2 3
389 75 530 0
383 183 2 3
210 488 1 2
290 384 2 4
399 163 2 3
95 120 39 0
207 106 186 3
146 390 2 3
27 29 1 2
451 460 1 0
485 1 1 5
369 226 37 1
236 453 37 3
129 199 37 4
122 119 37 1
227 12 1 4
360 485 1 3
15 370 1 3
373 288 2 4
139 38 37 2
19 7 1 4
473 15 1 5
302 107 37 4
442 241 1 3
382 120 37 4
9 168 1 0
123 447 1247 5
9 466 1 2
4 182 1 1
239 42 2 5
498 343 1 0
173 403 2 1
387 164 2 4
469 80 1 4
325 474 1090 3
255 93 37 0
323 356 2 5
314 474 798 4
215 478 1 5
76 164 2 2
450 348 1 3
315 196 37 2
215 28 2 1
166 458 1095 4
303 218 37 4
99 479 1 2
497 153 1 5
319 150 2 3
39 195 1 2
184 395 2 5
385 299 560 3
390 304 37 2
126 477 1247 1
475 255 1 5
153 299 560 0
321 476 1058 2
62 33 1 3
204 149 165 0
123 145 37 1
284 349 37 4
146 103 37 0
299 301 37 3
374 28 2 3
38 280 1 4
101 448 1247 3
40 162 1 4
218 365 2 1
483 83 1 5
397 28 2 4
296 83 37 1
44 175 1 5
157 477 1112 2
150 245 2 5
222 301 37 1
165 335 37 0
362 438 1226 3
254 496 1 2
433 59 2 1
206 487 1 2
155 338 37 1
348 188 960 4
30 76 1 5
346 445 1241 5
310 473 1020 4
116 315 37 3
115 13 1 3
337 206 37 0
305 393 2 1
306 77 558 2
373 300 37 2
263 376 2 3
281 48 2 4
31 153 1 0
175 332 37 4
87 433 1247 2
472 70 1 5
258 294 2 4
461 147 1 1
366 353 1323 2
101 321 2 4
267 160 2 5
145 392 2 4
409 4 1 5
355 90 37 4
415 89 37 5
254 383 2 0
457 17 1 0
411 436 1226 1
7 72 1 1
463 457 1 0
467 444 1 5
313 359 2 3
289 198 37 5
468 24 1 2
315 101 37 3
266 329 37 1
211 189 782 5
344 354 943 1
14 495 1 1
32 334 1 0
213 325 37 5
89 396 1120 2
213 137 37 1
164 478 1 0
360 491 1 5
361 340 37 2
142 78 508 0
164 56 37 2
56 429 1 2
197 379 2 3
57 479 1 1
133 376 2 5
47 312 1 1
312 64 2 0
147 320 37 4
349 121 37 2
253 157 2 5
393 384 1329 3
14 311 1 5
295 73 2 1
351 410 1364 0
383 167 2 5
409 412 1226 3
469 472 1 2
328 494 1 5
378 415 1226 4
176 409 1362 3
111 1 1 2
131 177 2 3
401 157 2 1
451 483 1 4
209 482 1 4
125 316 37 1
253 244 530 3
498 23 1 5
227 403 2 0
429 268 1101 5
210 371 2 0
355 47 2 2
295 150 2 2
320 98 37 5
482 403 1 4
433 332 1250 1
461 407 1 4
64 73 1 5
423 76 2 0
39 52 1 5
391 243 1079 5
313 27 2 2
110 492 1 5
130 80 496 2
220 420 37 3
166 349 37 5
137 214 37 2
492 60 1 3
176 277 2 0
5 136 1 4
427 110 2 3
490 190 1 4
45 429 1 5
460 358 1 4
211 233 37 0
305 383 2 2
450 375 1 5
203 242 1027 1
261 306 37 5
252 366 2 2
247 168 2 2
126 11 1 3
173 482 1 2
65 142 1 2
337 174 2 3
261 481 1 4
54 200 1 3
237 119 6 5
44 445 1 3
252 266 2 2
114 208 37 1
170 367 2 2
273 416 37 3
82 52 32 3
177 365 2 5
431 480 1 4
206 55 37 2
446 44 1 0
107 483 1 0
151 329 37 1
406 233 37 1
107 180 2 1
424 463 1226 2
231 166 37 5
301 213 37 5
437 447 1 4
282 166 2 0
369 293 2 4
1 305 1 0
293 432 37 4
450 50 1 5
1 451 1 1
316 455 1034 4
463 446 1 0
28 384 1 2
484 449 1 5
105 267 2 5
223 157 37 5
77 393 1120 0
280 426 37 4
122 284 2 0
421 452 1226 1
462 368 1 0
375 458 1226 4
475 284 1 0
324 445 1102 1
340 122 37 1
407 106 37 5
253 369 2 4
318 325 37 2
69 53 2 0
60 385 1 1
306 473 1054 2
326 63 2 3
416 38 2 1
404 417 1226 5
101 402 1247 5
52 230 1 4
204 34 8 4
370 292 2 3
284 247 2 2
355 163 2 5
216 90 37 5
207 381 2 4
491 182 1 1
252 342 37 0
108 177 2 0
341 329 37 2
239 442 37 2
337 408 2 4
252 417 37 1
84 371 1327 2
318 299 560 1
323 298 1066 2
441 202 1 2
134 158 1 0
472 74 1 0
136 359 2 0
216 173 33 5
397 218 37 1
362 178 2 1
216 328 37 0
35 117 1 4
59 448 1 5
15 476 1 2
343 147 2 4
487 272 1 4
452 144 1 2
222 449 1459 1
334 323 37 3
342 475 1121 1
370 365 2 3
380 482 1 3
199 223 37 3
314 424 1403 3
179 27 2 1
113 262 2 0
16 236 1 2
94 363 1255 3
99 145 37 1
39 228 1 4
335 472 798 5
143 486 1 4
332 198 37 5
268 333 37 1
4 308 1 3
3 69 1 0
219 322 37 5
55 194 1 5
129 86 280 3
248 183 2 5
395 58 2 2
498 145 1 0
268 265 2 2
415 182 2 2
21 148 1 5
128 219 37 1
125 94 37 0
252 181 2 0
39 157 1 1
167 463 1064 1
190 98 1 5
268 8 1 3
356 43 2 0
349 327 37 0
487 69 1 4
37 352 1 4
488 38 1 1
133 8 1 4
110 446 1247 2
436 65 1 3
353 105 37 5
440 340 1 4
492 216 1 3
168 335 37 3
90 471 1247 0
46 123 1 5
343 69 2 3
258 98 37 4
183 249 2 0
273 390 2 3
90 435 1247 1
391 68 2 4
477 183 1 0
420 77 562 0
362 348 37 3
314 151 2 1
238 408 5 4
286 196 37 0
28 347 1 5
313 225 37 1
240 66 2 2
161 251 2 1
99 315 2 0
171 131 788 2
175 162 1 2
211 61 37 2
360 356 2 0
100 124 665 1
484 109 1 1
284 264 2 5
218 494 1 5
33 378 1 2
146 473 1116 3
233 313 37 2
170 88 1 4
355 422 1210 2
197 417 37 0
257 75 530 0
120 315 37 0
249 14 1 4
388 445 1226 2
469 242 1 0
303 370 2 3
212 450 2 4
86 5 1 2
254 65 2 0
315 265 2 4
120 35 16 4
480 491 1 4
216 384 2 3
229 476 1099 0
262 146 2 4
142 447 1210 5
40 113 1 2
475 45 1 3
150 144 1 0
480 60 1 5
490 163 1 3
307 16 1 3
237 238 37 2
339 257 2 4
412 145 2 3
259 290 2 4
63 458 1 3
302 14 1 3
214 372 2 0
231 78 37 1
208 108 1 0
216 414 37 3
157 318 37 3
311 387 2 0
426 295 1121 1
43 313 1 2
245 264 2 5
461 314 1 1
468 492 1 4
147 242 1027 3
386 222 37 3
171 484 1 1
26 408 1 1
314 116 37 1
324 283 2 2
45 427 1 4
476 256 1 1
214 296 3 0
274 433 37 0
13 335 1 1
290 181 2 1
112 59 37 5
443 195 1 5
79 326 1226 1
308 164 2 3
188 97 1 1
349 361 2 0
384 382 1329 1
313 284 2 1
468 242 1 5
126 79 37 3
91 180 2 4
74 26 2 2
434 107 1 5
181 172 936 5
150 116 1 1
299 231 37 1
74 338 1122 2
220 45 37 5
499 121 1 5
164 81 1 4
367 28 2 3
403 211 37 4
348 91 37 4
206 0 1 1
307 452 1096 0
475 79 1 3
198 402 2 1
458 16 1 0
373 213 37 4
484 41 1 2
332 452 1034 0
291 109 37 5
75 238 2 4
410 92 37 5
317 158 2 1
494 125 1 1
359 192 37 4
367 31 2 5
17 23 1 0
134 30 2 4
5 212 1 0
182 173 33 4
432 35 2 2
274 224 37 5
205 4 1 0
376 105 37 3
371 398 1347 3
192 171 37 2
330 200 37 5
436 202 1 3
407 336 1111 4
372 227 37 2
372 489 1 0
333 1 1 2
232 307 37 3
328 44 2 0
156 483 1 2
291 236 37 0
25 63 1 5
210 151 1 2
208 91 37 2
135 328 37 5
81 85 36 5
88 485 1 5
129 210 37 4
467 342 1 4
287 357 2 0
17 373 1 2
396 279 2 5
239 176 2 1
301 472 1156 3
318 317 37 1
479 437 1 3
132 249 2 5
6 382 1 5
405 99 37 4
21 38 1 3
80 214 991 1
146 69 442 3
435 127 1 2
33 168 1 4
173 186 530 1
464 414 1 0
189 368 2 5
499 242 1 4
126 82 37 3
399 435 1226 1
356 22 2 4
351 465 1364 1
194 483 1 3
302 250 2 5
211 93 37 3
273 191 37 5
328 270 2 1
129 108 280 1
95 154 37 1
230 464 2 5
57 96 1 1
259 196 37 3
186 286 2 3
400 98 37 1
289 182 2 1
55 382 1 0
384 399 1349 2
221 183 2 5
153 244 530 3
206 93 37 0
146 113 1 5
394 334 2 4
257 364 2 1
448 167 1 0
49 128 1 2
432 370 1106 2
48 405 1 3
386 433 1226 0
406 435 1226 3
83 498 1 0
353 373 2 1
96 402 1247 1
411 47 2 1
256 326 37 5
375 231 37 0
416 86 37 3
416 54 2 1
198 185 3 5
475 211 1 1
65 259 1 2
54 359 1 1
45 25 1 3
356 481 1 4
103 385 1336 2
18 225 1 5
158 279 2 4
301 105 37 3
145 301 37 0
28 209 1 4
167 347 37 5
378 325 37 2
458 164 1 2
252 324 37 1
225 348 37 2
132 310 37 5
409 136 2 1
275 71 2 5
150 234 37 4
420 324 1222 2
171 226 37 4
36 15 1 3
369 201 37 2
254 47 2 5
8 153 1 4
21 228 1 1
282 3 1 1
470 492 1 2
408 355 1327 4
422 321 1120 2
268 83 37 0
227 491 1 3
434 422 1 0
199 120 1 2
306 169 2 5
200 345 37 1
315 265 2 2
280 455 2 2
348 394 2 4
410 356 1325 4
85 167 37 3
414 305 2 0
347 281 2 2
420 96 562 2
425 294 1086 3
121 57 37 5
66 10 1 4
465 230 1 2
240 343 37 1
374 92 37 4
409 424 1226 0
17 332 1 4
70 236 2 5
431 135 2 0
205 392 2 3
305 77 558 0
477 155 1 5
122 364 2 3
245 272 2 0
416 308 1044 4
342 285 2 4
388 302 37 5
170 300 37 1
422 251 2 5
492 201 1 1
427 149 2 4
366 211 37 4
335 247 2 1
396 290 2 0
239 362 2 4
70 348 1282 5
21 246 1 0
493 222 1 3
152 214 37 0
333 286 2 4
327 315 37 5
45 341 1 1
489 93 1 5
363 168 2 1
364 470 1226 2
234 482 1 3
415 28 2 0
406 461 1226 0
82 275 2 4
191 113 1 3
28 46 1 0
4 30 1 0
202 499 1 0
113 36 25 1
110 432 1247 1
154 313 37 5
355 422 1210 2
185 485 1 1
66 359 1210 3
136 324 37 3
323 88 37 2
305 425 37 5
293 238 37 5
408 45 2 3
391 427 1226 0
363 427 1226 2
454 282 1 3
242 93 2 2
467 52 1 0
415 57 2 4
279 297 530 3
222 427 37 3
136 23 2 2
281 54 2 1
484 413 1 4
347 418 1120 0
69 180 2 3
288 307 37 2
298 110 37 4
420 453 1226 1
387 247 2 5
295 155 2 2
462 263 1 2
259 494 1 5
453 167 1 3
68 481 1 2
241 209 37 3
174 435 2 1
125 58 299 3
224 113 37 2
249 336 37 1
436 371 1 4
84 79 37 5
282 66 2 1
303 120 37 3
483 7 1 2
210 18 1 4
440 434 1 2
392 374 1247 3
457 311 1 2
360 430 1226 5
412 120 37 5
213 376 2 2
328 216 37 0
208 167 37 1
241 310 37 4
480 218 1 4
395 133 530 3
389 421 1226 2
464 413 1 5
139 237 37 0
488 207 1 0
449 65 1 2
48 432 1 5
243 465 2 5
256 98 37 1
412 351 1094 4
338 376 2 3
57 457 1 4
27 0 1 0
83 293 2 2
415 241 25 4
442 122 1 3
160 440 1094 1
128 355 943 1
6 113 1 5
488 280 1 1
358 237 37 0
250 350 37 5
379 2 1 4
114 65 384 1
368 39 2 5
449 73 1 0
128 202 37 1
374 233 37 4
28 253 1 4
211 78 86 2
421 44 2 5
241 91 2 0
466 403 1 5
434 319 1 4
360 142 2 3
472 102 1 0
221 141 37 1
21 397 1 5
429 75 2 3
323 389 2 4
210 426 37 1
37 381 1 0
113 400 1098 1
284 139 2 3
33 327 1 4
315 445 1020 1
301 438 2 2
224 236 37 2
70 85 2 0
123 333 37 4
133 445 1247 5
81 132 36 1
320 422 2 5
324 116 37 5
213 314 37 3
178 368 2 0
454 82 1 4
401 59 2 4
379 52 2 0
279 65 2 3
217 420 37 0
294 56 2 2
496 227 1 0
160 43 1 5
132 315 37 0
277 496 1 0
498 359 1 1
393 270 2 4
192 199 37 1
310 223 37 2
219 357 2 2
379 367 2 3
496 246 1 1
286 35 2 2
122 464 1247 0
232 149 37 1
30 47 1 2
492 220 1 2
159 459 548 4
371 410 1226 1
486 301 1 5
84 69 37 2
402 270 2 3
461 358 1 1
262 399 2 1
133 159 1 1
298 160 2 3
465 362 1 4
68 413 1247 3
350 347 37 0
496 27 1 0
361 363 2 0
405 318 2 3
296 166 2 0
321 421 3 1
308 430 1032 0
283 427 37 0
304 425 37 2
19 393 1 1
2 59 1 2
249 351 32 1
74 90 2 3
350 393 2 0
498 470 1 0
83 371 1327 4
198 151 1 4
380 168 2 4
179 206 37 1
497 11 1 5
375 216 37 0
163 57 37 5
208 332 37 3
475 326 1 5
181 257 2 4
444 164 1 5
481 20 1 3
489 481 1 0
73 187 2 3
118 143 37 4
308 226 37 2
259 311 37 1
57 343 1 5
447 42 1 5
47 227 1 4
17 322 1 1
83 226 37 0
434 435 1 3
345 117 37 3
15 365 1 0
185 176 2 2
322 354 943 3
70 99 2 5
61 116 1 4
188 297 530 0
49 46 1 2
464 131 1 3
214 126 37 0
444 217 1 5
15 422 1 2
286 366 2 3
495 124 1 1
400 205 37 4
244 181 2 3
483 121 1 2
341 8 1 1
96 461 1247 1
384 210 37 5
436 103 1 4
283 435 37 2
286 393 2 3
396 357 1102 1
270 492 1 0
171 325 37 5
267 182 2 5
425 4 1 3
174 155 1 2
109 277 2 3
94 39 37 3
479 335 1 3
152 137 1 1
151 187 953 0
3 299 1 1
20 173 1 4
122 227 37 1
405 465 1226 0
69 267 1044 2
256 167 2 3
137 189 782 1
462 165 1 0
283 308 37 2
315 483 1 1
230 241 791 1
139 193 37 0
81 490 1 4
133 227 37 1
255 337 37 4
397 335 2 5
297 458 798 2
48 276 1 1
237 369 2 0
113 101 37 1
400 489 1 0
144 495 1 5
208 3 1 1
229 453 952 0
496 215 1 5
484 461 1 1
69 212 2 4
400 116 37 2
107 351 2 2
143 275 2 0
129 274 2 4
463 297 1 0
388 131 30 5
112 304 37 2
186 218 37 3
451 431 1 2
31 172 1 4
92 275 2 4
444 364 1 1
121 210 37 0
33 204 1 3
285 266 2 0
19 486 1 0
447 64 1 2
266 282 2 5
219 444 37 5
157 281 2 5
17 70 1 1
463 114 1 3
84 383 1329 2
379 333 37 4
437 182 1 5
393 415 1226 2
384 333 37 3
221 12 1 5
441 496 1 4
351 479 1 1
144 269 2 5
348 396 2 2
240 93 2 3
142 325 37 5
251 485 1 0
456 455 1 4
479 134 1 3
214 43 37 1
70 101 2 5
442 318 1 1
199 124 619 3
477 260 1 3
408 240 32 1
233 15 1 3
244 473 2 4
57 295 1 4
111 489 1 0
16 443 1 4
427 113 2 1
358 488 1 3
156 241 791 2
398 417 1226 1
1 118 1 4
40 86 1 1
125 418 1247 2
107 358 1210 3
224 280 2 4
321 49 2 2
376 118 37 4
180 21 2 1
473 219 1 5
374 382 1094 5
30 56 1 0
431 285 1091 4
406 496 1 0
412 408 1226 1
386 174 2 1
459 441 1 3
380 207 37 0
212 497 1 0
24 317 1 1
60 367 1 4
247 400 2 4
1 241 1 3
351 242 1027 2
479 496 1 0
218 268 2 4
89 95 37 2
362 421 1226 4
230 381 2 5
174 294 2 5
348 489 1 4
361 452 1226 5
392 88 37 0
466 81 1 4
424 303 1155 4
237 248 2 3
136 468 1247 0
182 487 1 1
110 3 1 4
465 161 1 0
478 214 1 3
302 302 37 0
160 55 37 3
317 143 2 1
435 231 1 4
307 108 37 5
478 446 1 1
456 70 1 0
243 204 37 0
103 216 37 2
160 116 1 2
476 25 1 2
432 152 2 1
225 266 2 5
161 373 2 5
73 320 1210 1
223 219 37 1
358 428 1226 5
45 440 1 4
200 136 37 3
439 269 1 2
497 72 1 1
5 253 1 2
48 439 1 4
375 69 2 5
308 453 1020 5
39 23 1 1
149 128 37 5
208 338 37 0
267 42 2 4
339 318 37 0
439 319 1 2
48 440 1 0
331 333 37 5
161 54 52 4
43 433 1 3
74 459 1247 4
440 43 1 4
392 151 2 3
257 77 558 1
470 422 1 2
421 483 1 3
248 314 37 1
326 202 37 3
484 492 1 3
121 200 37 1
316 66 2 3
102 235 37 0
38 70 1 4
407 84 37 1
453 468 1 5
199 401 2 2
285 198 37 5
358 449 1226 1
354 373 2 2
202 158 1 4
342 317 37 3
119 276 2 2
2 3 1 3
481 434 1 2
111 344 2 1
267 244 530 3
411 180 2 3
486 488 1 1
453 388 1 4
66 420 1247 1
223 430 37 0
472 239 1 2
97 315 2 0
460 43 1 1
95 403 1247 0
255 65 2 5
161 374 2 5
188 418 37 2
324 140 2 3
64 474 1 5
330 421 2 1
497 323 1 5
79 389 1247 3
199 118 1 4
221 470 1034 5
106 163 37 1
498 331 1 5
325 221 37 5
378 265 2 0
67 437 1247 3
106 6 1 1
37 290 1 5
56 196 1 1
139 200 37 3
260 352 581 4
476 25 1 1
259 63 2 1
321 322 37 4
250 174 2 4
369 291 2 1
263 372 2 1
12 218 1 1
416 435 1226 1
468 270 1 3
218 47 37 1
438 150 1 1
368 479 1 5
33 223 1 3
14 79 1 0
345 42 2 0
156 363 2 3
120 85 37 2
6 167 1 5
115 197 37 5
128 296 3 2
387 34 2 3
39 378 1 5
485 244 1 0
238 244 530 2
44 165 1 3
365 392 548 4
210 97 37 0
118 314 37 0
304 413 37 2
191 311 37 1
423 156 2 1
463 73 1 1
452 417 1 3
255 135 2 2
106 73 63 2
56 417 1 4
39 490 1 4
120 149 37 3
18 128 1 2
128 56 201 5
245 117 2 0
307 308 37 0
18 180 1 1
129 311 37 0
421 7 1 2
402 434 1226 3
437 312 1 2
147 471 1102 2
391 128 37 4
382 261 2 0
360 123 37 2
335 476 798 4
342 120 37 0
