600 704 704
87 582 108 4
128 573 108 0
636 337 1 2
405 605 108 4
140 241 1 2
620 351 1 1
268 110 1 4
688 84 1 3
553 666 108 5
560 503 108 3
301 350 1 4
149 364 1 5
408 543 108 1
94 40 1 1
31 566 108 4
241 548 108 2
357 344 1 4
449 380 1 3
341 666 245 4
584 662 108 0
184 636 108 2
147 645 108 4
315 220 1 5
512 469 1 1
222 208 1 2
581 231 1 4
444 638 108 0
145 105 1 2
29 20 1 3
145 170 1 2
651 361 1 3
410 616 108 0
375 472 1 5
599 506 108 3
15 393 1 5
223 436 1 2
197 610 108 3
392 400 1 3
105 685 108 5
448 580 108 4
156 454 1 5
506 401 1 1
278 125 1 1
366 556 108 5
594 192 1 1
253 446 1 0
215 286 1 3
674 229 1 4
113 699 108 3
361 578 108 0
112 252 1 0
224 646 108 5
648 196 1 5
277 378 1 1
311 622 108 2
344 123 1 3
282 21 1 3
682 167 1 3
75 618 108 3
685 158 1 2
442 67 1 1
548 457 1 3
117 677 108 3
208 289 1 3
135 232 1 2
613 504 1 2
143 680 108 0
451 480 1 0
441 346 1 5
399 74 1 4
367 118 1 5
454 516 108 4
469 178 1 0
694 102 1 5
128 474 1 3
38 462 1 1
89 222 1 1
229 79 1 1
23 334 1 3
246 368 1 3
242 455 1 5
96 626 108 5
109 234 1 0
399 49 1 4
426 153 1 4
696 59 1 3
688 480 1 4
425 153 1 0
612 58 1 1
528 42 1 1
231 371 1 0
479 628 108 3
300 313 1 5
164 251 1 3
321 76 1 2
540 47 1 0
500 192 1 0
634 318 1 1
672 199 1 5
150 583 108 0
89 505 1 0
406 687 108 3
441 406 1 4
163 294 87 2
471 401 1 3
673 100 1 2
656 373 1 3
434 639 108 5
103 403 1 4
469 569 108 3
184 666 119 3
473 193 1 4
180 315 1 4
267 297 1 1
552 408 1 3
559 332 1 1
59 532 108 5
130 149 1 3
630 316 1 2
92 173 1 4
1 34 1 5
533 273 1 4
687 625 108 1
606 120 1 1
78 624 108 2
475 578 108 4
139 445 1 3
517 677 108 1
74 146 1 5
511 306 1 3
269 306 1 2
617 457 1 1
676 192 1 5
53 607 108 3
669 103 1 2
677 58 1 0
481 461 1 4
414 406 1 3
186 81 1 4
242 531 108 5
688 77 1 1
366 58 1 2
24 157 1 1
568 78 1 4
162 391 1 0
42 100 1 5
392 643 108 5
7 7 1 5
625 330 1 3
223 667 108 1
667 603 108 2
392 277 1 3
171 366 1 4
427 596 108 0
319 401 1 3
46 370 1 0
283 99 1 5
121 252 1 4
536 83 1 5
119 429 1 0
345 483 1 2
406 194 1 0
680 573 108 0
504 46 1 1
362 669 119 0
208 187 1 4
124 440 1 0
600 85 1 5
382 161 1 1
45 560 108 5
255 606 108 0
362 6 1 2
297 178 1 3
676 390 1 5
675 674 108 2
552 400 1 4
420 130 1 0
143 457 1 1
227 425 1 4
268 528 108 2
541 132 1 2
208 616 108 2
552 319 19 0
516 414 1 2
190 92 1 0
305 608 108 0
533 232 1 3
35 453 1 0
398 662 227 0
318 451 1 4
689 152 1 0
60 582 108 3
687 654 108 0
132 502 1 3
430 509 108 2
644 311 1 5
462 84 1 3
597 298 19 3
587 58 1 1
568 669 108 0
683 451 1 3
578 287 19 2
523 455 1 4
89 18 1 0
405 341 1 5
417 329 1 3
672 79 1 5
218 367 1 2
243 624 108 1
308 521 108 0
14 268 1 3
540 586 108 4
155 339 1 2
481 525 108 1
405 317 1 1
229 418 1 3
379 193 1 2
677 651 108 3
499 427 1 0
122 101 1 2
124 77 1 5
264 124 1 3
18 143 1 4
457 492 1 4
659 137 1 1
393 193 1 0
227 67 1 3
242 463 1 2
123 334 1 0
7 297 1 0
121 337 1 5
139 94 1 1
201 681 217 4
18 525 108 4
159 526 108 3
596 614 108 4
263 233 1 4
233 349 1 4
296 69 1 3
525 473 1 1
690 48 1 5
86 656 108 2
136 141 1 1
624 323 1 4
304 207 1 4
38 394 1 2
192 285 1 3
135 386 1 3
673 478 1 5
370 137 1 1
266 64 1 3
118 108 1 4
208 626 108 1
73 398 1 0
556 523 108 5
94 10 1 0
510 488 1 3
364 227 1 0
561 511 108 5
514 518 109 0
7 376 1 4
122 456 1 3
488 201 1 4
227 71 1 1
0 259 1 2
324 63 1 2
230 674 108 1
546 446 1 1
138 112 1 5
266 676 108 0
476 420 1 5
601 397 1 4
573 564 108 5
92 458 1 0
424 504 1 5
57 606 108 3
213 381 1 3
86 502 1 2
401 101 1 3
509 339 1 0
423 283 1 3
357 388 1 5
265 46 1 4
378 397 1 2
270 541 108 1
599 313 1 5
328 167 1 0
460 173 1 5
303 335 1 5
587 502 108 4
543 561 108 3
50 668 108 4
152 135 1 3
116 373 1 0
124 141 1 5
254 84 1 5
226 13 1 1
408 284 1 5
490 172 1 5
454 17 1 5
608 209 1 5
468 626 108 4
665 197 1 1
267 542 108 4
210 509 108 2
412 190 1 4
619 474 1 3
483 172 1 4
81 395 1 1
275 168 1 3
362 684 108 5
176 427 1 4
580 144 1 3
445 633 108 3
138 236 1 4
469 601 108 3
57 417 1 0
255 340 19 1
627 416 1 0
667 526 108 4
200 475 1 4
430 388 1 2
128 602 108 5
70 463 1 4
359 137 1 5
141 520 108 1
110 222 1 4
269 612 108 0
362 346 1 1
486 14 1 1
298 644 108 1
660 672 108 0
405 37 1 4
694 530 108 2
682 64 1 2
228 619 108 2
314 198 1 2
209 232 1 1
608 392 1 0
399 83 1 5
492 519 109 3
383 639 108 3
657 649 108 3
449 108 1 5
94 101 1 0
574 606 108 3
246 559 108 4
574 282 11 4
338 38 1 0
499 567 108 4
575 45 1 5
429 458 1 0
169 624 108 2
465 419 1 0
330 232 1 5
125 14 1 3
682 379 1 2
158 557 108 2
59 108 1 1
388 664 136 1
474 421 1 2
190 342 1 5
84 628 108 0
660 89 1 0
540 490 1 5
309 78 1 2
376 107 1 4
545 337 1 5
510 287 1 0
292 362 1 2
630 237 1 3
211 689 108 3
237 128 1 2
37 525 108 5
82 312 1 0
1 672 108 5
55 135 1 5
159 240 1 4
327 66 1 4
98 569 108 1
447 602 108 4
