600 1280 960
613 227 13 4
13 335 1 4
1128 126 1 1
1056 392 1 1
853 645 1 1
529 270 1 4
522 844 1 0
498 284 1 5
927 894 1 4
1150 776 1 0
29 264 1 4
728 192 1 5
222 593 1 0
1178 88 1 0
455 288 1 0
123 478 1 3
599 563 13 0
569 637 13 3
466 676 1 0
184 832 1 5
676 742 1 3
1116 467 1 2
375 292 1 4
29 704 1 0
1217 52 1 0
437 475 1 4
769 772 1 1
492 38 1 3
558 765 1 0
899 808 1 4
480 238 1 0
1210 228 1 3
502 209 13 0
1261 15 1 2
1196 855 1 1
1274 888 1 4
345 545 1 3
463 223 1 5
626 957 1 4
702 295 1 2
840 581 1 2
1035 395 1 3
499 876 1 4
1044 731 1 5
883 149 1 0
546 902 1 0
322 289 1 4
756 376 1 0
904 393 1 2
65 242 1 2
382 585 1 0
1239 297 1 1
907 218 1 5
477 772 1 3
715 100 1 3
999 554 1 3
575 924 1 3
1232 45 1 3
928 240 1 0
983 916 1 0
844 126 1 1
652 240 13 3
713 761 13 1
657 624 13 5
170 170 1 3
814 722 1 0
103 23 1 2
175 910 1 1
256 878 1 2
229 506 1 2
960 604 1 1
362 0 1 0
465 267 1 3
439 456 1 0
528 7 1 5
160 77 1 1
113 111 1 5
121 698 1 1
101 862 1 4
1175 702 1 3
703 745 13 5
79 239 1 2
1122 798 1 4
41 673 1 3
870 591 1 4
547 41 1 4
377 755 1 0
137 292 1 5
516 803 1 0
1127 885 1 3
654 561 13 2
481 148 1 0
723 51 1 5
920 792 1 2
505 808 13 1
1196 848 1 0
68 140 1 4
876 578 1 5
1278 705 1 4
1089 372 1 5
604 341 13 0
62 28 1 4
1252 867 1 2
87 77 1 5
301 820 1 0
291 412 1 1
329 174 1 2
544 572 13 2
477 951 1 2
1122 363 1 3
1039 176 1 5
712 347 13 2
842 525 1 5
1212 489 1 3
804 759 1 0
689 457 13 2
591 495 13 2
45 247 1 0
1151 354 1 1
843 368 1 4
357 918 1 0
25 622 1 5
1001 463 1 4
229 416 1 5
305 52 1 0
1065 227 1 5
577 591 13 4
1268 45 1 0
786 151 1 5
45 730 1 4
339 388 1 0
42 283 1 2
205 273 1 2
609 248 13 0
18 751 1 0
1039 302 1 2
535 314 13 5
931 464 1 1
976 552 1 2
1165 272 1 3
758 103 1 5
865 759 1 2
1091 764 1 2
740 636 1 3
353 320 1 5
986 98 1 5
355 86 1 1
852 604 1 3
1244 364 1 3
1065 3 1 5
510 612 1 2
236 815 1 2
1084 195 1 5
354 311 1 4
216 483 1 3
473 799 1 1
286 432 1 4
345 724 1 1
560 215 13 2
405 372 1 4
720 292 1 4
1135 374 1 2
369 385 1 5
18 210 1 5
442 691 1 0
1143 504 1 2
1270 927 1 4
0 200 1 2
387 139 1 0
46 296 1 1
427 793 1 2
878 897 1 1
1070 348 1 2
436 151 1 1
1045 706 1 1
857 167 1 1
344 647 1 0
583 357 13 5
1224 885 1 2
28 891 1 5
945 0 1 1
115 161 1 4
519 867 1 5
105 85 1 5
301 187 1 0
409 743 1 2
1062 245 1 3
1197 192 1 5
1047 166 1 3
131 792 1 4
1200 44 1 5
1211 741 1 5
1236 632 1 0
878 283 1 4
720 510 1 0
1051 331 1 4
838 423 1 2
1225 613 1 4
127 38 1 4
1249 170 1 3
362 79 1 2
647 777 1 0
355 566 1 0
746 396 1 0
1020 537 1 0
690 144 13 2
861 243 1 5
1038 681 1 4
621 206 13 5
993 877 1 5
31 26 1 0
717 417 13 0
13 448 1 1
1236 34 1 0
916 372 1 4
631 137 1 1
1204 907 1 1
1100 311 1 2
364 806 1 0
196 617 1 1
461 382 13 5
359 333 1 3
682 270 13 2
1269 332 1 5
812 127 1 2
1172 153 1 0
1140 563 1 3
562 194 13 0
1209 874 1 4
218 560 1 3
104 276 1 0
632 479 13 3
421 10 1 0
223 106 1 1
1253 393 1 1
634 147 1 0
205 156 1 1
471 606 1 4
402 766 1 3
466 724 1 0
281 344 1 5
279 751 1 0
369 353 1 3
251 88 1 0
929 736 1 3
906 620 1 4
270 571 1 1
1271 642 1 1
239 309 1 1
739 835 1 2
773 721 1 4
179 348 1 2
1101 755 1 1
1101 173 1 2
595 10 1 5
505 59 1 4
1031 908 1 2
400 198 1 1
345 222 1 2
52 181 1 3
312 24 1 0
925 570 1 0
557 575 13 2
1017 920 1 2
1065 681 1 3
826 418 1 3
380 925 1 4
1160 852 1 2
605 827 1 1
825 367 1 0
538 71 1 4
847 849 1 5
55 810 1 1
226 862 1 4
584 28 1 3
1194 424 1 1
70 181 1 0
1241 858 1 1
1014 284 1 3
433 366 1 0
108 617 1 5
889 938 1 2
13 54 1 0
685 179 13 2
1066 278 1 5
65 447 1 1
371 641 1 2
425 534 1 3
841 682 1 1
302 50 1 4
848 328 1 2
940 874 1 0
1088 364 1 4
1199 100 1 0
713 637 1 3
837 177 1 1
930 221 1 3
958 267 1 1
959 852 1 5
596 440 13 2
1235 342 1 3
865 886 1 4
1189 404 1 4
681 828 1 5
303 660 1 4
394 566 1 0
416 919 1 4
226 727 1 5
912 417 1 1
1241 48 1 1
930 894 1 5
658 410 13 4
123 864 1 5
642 600 13 0
211 600 1 0
505 653 1 2
248 636 1 3
944 18 1 0
1183 668 1 5
43 864 1 1
160 101 1 4
292 914 1 2
939 285 1 0
18 156 1 5
758 373 1 3
983 878 1 1
1170 920 1 2
1248 480 1 1
191 306 1 4
785 401 1 1
69 96 1 5
828 552 1 1
82 773 1 3
1023 171 1 0
373 110 1 5
948 324 1 2
64 750 1 3
1251 730 1 1
1005 920 1 5
269 100 1 0
475 254 1 3
709 281 1 3
541 218 13 1
655 322 13 4
1023 541 1 0
21 95 1 5
872 281 1 2
395 623 1 2
552 241 13 4
826 877 1 4
510 334 13 2
1133 578 1 2
198 930 1 3
121 479 1 2
682 582 13 2
1183 494 1 3
766 727 1 4
675 42 1 5
1240 884 1 0
456 522 1 3
80 936 1 1
477 818 1 1
669 412 13 4
825 922 1 0
184 406 1 4
322 786 1 5
421 675 1 4
405 916 1 3
740 297 1 0
595 398 13 3
445 714 1 2
39 180 1 5
552 947 1 3
161 221 1 3
758 651 1 4
382 202 1 5
919 833 1 3
990 610 1 1
1011 861 1 2
1020 398 1 1
344 40 1 4
308 889 1 4
567 794 1 0
464 167 1 4
654 489 13 1
983 842 1 4
106 229 1 4
354 101 1 0
298 619 1 2
706 676 13 4
622 799 1 5
335 708 1 2
222 399 1 3
27 483 1 1
1085 551 1 0
17 899 1 3
817 441 1 3
485 618 1 4
1024 872 1 2
239 9 1 1
885 751 1 1
1171 15 1 4
846 898 1 3
486 146 1 2
319 147 1 3
86 280 1 1
603 535 13 2
373 481 1 4
541 277 1 3
92 584 1 5
399 710 1 4
844 865 1 1
1179 184 1 5
717 464 1 2
316 484 1 1
301 462 1 2
1088 739 1 0
821 708 1 4
